adType,categoriesCode,categoriesName,companyId,companyName,companyPrivate,description,employment,id,isClassified,isStandout,jobTitle,jobUrl,locations,postingDuration,postedAt,salarycurrency,salaryMin,salaryMax,salaryPeriod,salaryTerm,sellingPoints
standard,"501,135","Akuntansi / Keuangan,Perbankan / Jasa Finansial ",433871,Yummy Corp. (Afiliation of ISMAYA GROUP),false,Ensure fulfillment orders are fulfilled correctly. Checking orders for goods to comply with BOM &amp; OM and supervising MO inputs on Odoo. Regulate...,full_time,3718477,false,false,City Manager,https://www.jobstreet.co.id/id/job/city-manager-3718477?token=0~8a345c60-9ca1-4d7b-b6be-a3dd40b1a272&sectionRank=26&jobId=jobstreet-id-job-3718477,"Medan,Bandung",4 hours ago,2021-12-12T03:37:34Z,,,,monthly,,
standout,"504,100","Seni/Media/Komunikasi,Periklanan",jobstreet-id-157622,PT Mekar Intan Global,false,"Job Description• Write high engagement and SEO friendly articles every week to boost the number of new users organically.• Develop, implement, and...",full_time,3718475,false,true,Copy Writer,https://www.jobstreet.co.id/id/job/copy-writer-3718475?token=0~8a345c60-9ca1-4d7b-b6be-a3dd40b1a272&sectionRank=27&jobId=jobstreet-id-job-3718475,Surabaya,4 hours ago,2021-12-12T03:29:46Z,IDR,3750000,5250000,monthly,,"Karir di Perusahaan Startup Teknologi,Belajar Digital Marketing, SEO, dan penerapannya"
standard,"503,203","Penjualan / Pemasaran,Digital Marketing",jobstreet-id-327115,PT INIFD KREASI INDONESIA,false,Qualifications : 20 - 30 years old Min. D1 Fresh Graduate are welcome Have a good and appropriate communication skills Fashion and tech savvy is a...,full_time,3718474,false,false,Junior Marketing,https://www.jobstreet.co.id/id/job/junior-marketing-3718474?token=0~8a345c60-9ca1-4d7b-b6be-a3dd40b1a272&sectionRank=28&jobId=jobstreet-id-job-3718474,Jakarta Utara,5 hours ago,2021-12-12T03:08:05Z,IDR,2500000,4500000,monthly,,
standout,"502,137","Sumber Daya Manusia/Personalia,Sumber Daya Manusia / HR",jobstreet-id-71077,PT. Wakaka Group Indonesia,false,"Job desk Plan, implement and manage the overall Talent Acquisition strategy Provide counseling and support on policies and procedures Perform duties...",full_time,3718473,false,true,HRD,https://www.jobstreet.co.id/id/job/hrd-3718473?token=0~8a345c60-9ca1-4d7b-b6be-a3dd40b1a272&sectionRank=29&jobId=jobstreet-id-job-3718473,"Jakarta Utara,Badung",5 hours ago,2021-12-12T02:49:31Z,,,,monthly,,
standout,"503,151","Penjualan / Pemasaran,Telesales/Telemarketing",439305,PT. Majoo Teknologi Indonesia,false,About majoomajoo is a fastest growing SaaS company providing super app business solution platform for 60 million Indonesian SME to grow their...,full_time,3718472,false,true,Sales Team Leader,https://www.jobstreet.co.id/id/job/sales-team-leader-3718472?token=0~8a345c60-9ca1-4d7b-b6be-a3dd40b1a272&sectionRank=30&jobId=jobstreet-id-job-3718472,Kota Banda Aceh,5 hours ago,2021-12-12T02:47:05Z,IDR,5500000,7250000,monthly,,"Medical/ Health Insurance,Performance Bonus,Growth Career"
standout,"501,131","Akuntansi / Keuangan,Akuntansi Umum / Pembiayaan",jobstreet-id-301477,PT Bangor Berkembang Bersama,false,Tanggung Jawab : Menjalankan transaksi / pembayaran (Account Payable) Melakukan follow up terkait transaksi / pembayaran Merekap dan mempersiapkan...,full_time,3718470,false,true,Keuangan Staff,https://www.jobstreet.co.id/id/job/keuangan-staff-3718470?token=0~3041571c-a8b8-4412-8593-dc64569c129b&sectionRank=31&jobId=jobstreet-id-job-3718470,Jakarta Barat,5 hours ago,2021-12-12T02:28:27Z,,,,monthly,,
standard,"502,133","Sumber Daya Manusia/Personalia,Staf / Administrasi umum",436219,Progress Group,false,"Tugas Dan Tanggung Jawab: Menyusun komponen gaji dan proses perhitungan gaji mulai dari input data, proses serta pembuatan laporan penggajian sales...",contract,3718469,false,false,Sales Insentif Admin,https://www.jobstreet.co.id/id/job/sales-insentif-admin-3718469?token=0~3041571c-a8b8-4412-8593-dc64569c129b&sectionRank=32&jobId=jobstreet-id-job-3718469,Banten,6 hours ago,2021-12-12T02:14:39Z,,,,monthly,,
standout,"510,140","Manufaktur,Pembelian/Manajemen Material",438380,PT Union Tetap Jaya,false,Tanggung jawab Bertanggung jawab atas kegiatan operasional di Pergudangan dan Ekspedisi. Mengkoordinasikan Team dalam melakukan tugas dan pekerjaan....,full_time,3718467,false,true,Manager Operasional,https://www.jobstreet.co.id/id/job/manager-operasional-3718467?token=0~3041571c-a8b8-4412-8593-dc64569c129b&sectionRank=33&jobId=jobstreet-id-job-3718467,Tangerang,6 hours ago,2021-12-12T01:58:55Z,,,,monthly,,"Good Income, Healthcare , Modern Management"
standout,"506,107","Hotel/Restoran,Makanan/Minuman/Pelayanan Restoran",jobstreet-id-73206,RAJA FO,false,Roofpark Café &amp; Restaurant by Raja Fashion Outlet (Raja FO) membuka lowongan kerja untuk mengisi posisi Chef de Partiedengan kemampuan sebagai...,full_time,3718466,false,true,Chef de Partie,https://www.jobstreet.co.id/id/job/chef-de-partie-3718466?token=0~3041571c-a8b8-4412-8593-dc64569c129b&sectionRank=34&jobId=jobstreet-id-job-3718466,Jakarta Utara,6 hours ago,2021-12-12T01:57:50Z,IDR,4000000,5600000,monthly,,
standout,"506,107","Hotel/Restoran,Makanan/Minuman/Pelayanan Restoran",jobstreet-id-73206,RAJA FO,false,"Roofpark Café &amp; Restaurant by Raja Fashion Outlet (Raja FO) membuka lowongan kerja untuk mengisi posisi Executive Chef, dengan kemampuan sebagai...",full_time,3718465,false,true,Executive Chef,https://www.jobstreet.co.id/id/job/executive-chef-3718465?token=0~3041571c-a8b8-4412-8593-dc64569c129b&sectionRank=35&jobId=jobstreet-id-job-3718465,Jakarta Utara,6 hours ago,2021-12-12T01:44:55Z,,,,monthly,,
standout,"501,130","Akuntansi / Keuangan,Audit & Pajak",jobstreet-id-73206,RAJA FO,false,"Dibutuhkan Karyawan yang memiliki keinginan Kuat untuk berkarya, Bekerjasama , Jujur dan pengalamn untuk mengisi Posisi Staff Pajak dengan kemampuan...",full_time,3718464,false,true,Staff Tax Accounting,https://www.jobstreet.co.id/id/job/staff-tax-accounting-3718464?token=0~3041571c-a8b8-4412-8593-dc64569c129b&sectionRank=36&jobId=jobstreet-id-job-3718464,Jakarta Utara,7 hours ago,2021-12-12T01:19:19Z,IDR,4000000,5600000,monthly,,
standout,"501,131","Akuntansi / Keuangan,Akuntansi Umum / Pembiayaan",jobstreet-id-73206,RAJA FO,false,"Dibutuhkan Karyawan yang memiliki keinginan Kuat untuk berkarya, Bekerjasama , Jujur dan pengalamn untuk mengisi Posisi Staff Accounting dengan...",full_time,3718463,false,true,Staff Accounting,https://www.jobstreet.co.id/id/job/staff-accounting-3718463?token=0~3041571c-a8b8-4412-8593-dc64569c129b&sectionRank=37&jobId=jobstreet-id-job-3718463,Jakarta Utara,7 hours ago,2021-12-12T01:10:47Z,IDR,4000000,5600000,monthly,,
standard,"503,143","Penjualan / Pemasaran,Penjualan - Teknik/Teknikal/IT",387534,PT.TJM Internasional,false,Job descriptions Our Sales Engineer must have experience in hydraulic-related products sales with a strong customer base Have strong relationships...,full_time,9036948,false,false,Hydraulic Sales Engineer,https://www.jobstreet.co.id/id/job/hydraulic-sales-engineer-9036948/origin/sg?token=0~3041571c-a8b8-4412-8593-dc64569c129b&sectionRank=38&jobId=jobstreet-sg-job-9036948,"Jawa Barat,Kalimantan Barat,Kalimantan Selatan,Kalimantan Tengah,Kalimantan Timur,Kalimantan Utara",7 hours ago,2021-12-12T01:00:21Z,,,,monthly,,
standard,"508,191","Komputer/Teknologi Informasi,IT-Perangkat Lunak",369446,OnlinePajak,false,"About The JobIf you have the expertise in the payments domain for the role of IT Business Analyst, we want to hear from you! This role is responsible...",full_time,9037389,false,false,Senior IT Business Analyst (Expert In Payment Domain),https://www.jobstreet.co.id/id/job/senior-it-business-analyst-expert-in-payment-domain-9037389/origin/sg?token=0~3041571c-a8b8-4412-8593-dc64569c129b&sectionRank=39&jobId=jobstreet-sg-job-9037389,Jakarta Selatan,7 hours ago,2021-12-12T01:00:19Z,,,,monthly,,
standard,"509,200","Teknik,Teknik Industri",413931,PT Garudafood Putra Putri Jaya,false,"Candidate must possess at least a SMU, any field. Required skill(s): - mengetahui stuktur mesin, - mampu bekerja dlm tim dan dlm tekanan, - mengetahui...",full_time,3718459,false,false,Engineer,https://www.jobstreet.co.id/id/job/engineer-3718459?token=0~3041571c-a8b8-4412-8593-dc64569c129b&sectionRank=40&jobId=jobstreet-id-job-3718459,Bandung,8 hours ago,2021-12-12T00:02:34Z,,,,monthly,,
standout,"503,145","Penjualan / Pemasaran,Penjualan Ritel",394580,AEON Credit Service Indonesia,false,"Requirement: Control, monitoring, and development sales. Monitoring and development promoter (training, coaching, and counseling promoter). Merchant...",full_time,3718461,false,true,Area Leader Sales Makassar,https://www.jobstreet.co.id/id/job/area-leader-sales-makassar-3718461?token=0~3041571c-a8b8-4412-8593-dc64569c129b&sectionRank=41&jobId=jobstreet-id-job-3718461,Makassar,8 hours ago,2021-12-11T23:53:55Z,,,,monthly,,
standard,"502,137","Sumber Daya Manusia/Personalia,Sumber Daya Manusia / HR",jobstreet-id-283726,PT. Sukses Andalan Bangsa,false,"Managing and monitoring the validity period of all company permits/legalities, including the validity period of company Vehicle Certificates....",full_time,3718460,false,false,HR & GA Staff,https://www.jobstreet.co.id/id/job/hr-ga-staff-3718460?token=0~3041571c-a8b8-4412-8593-dc64569c129b&sectionRank=42&jobId=jobstreet-id-job-3718460,Jakarta Selatan,8 hours ago,2021-12-11T23:49:23Z,IDR,5000000,6000000,monthly,,
standard,"512,108","Sains,Teknologi Makanan/Ahli Gizi",413931,PT Garudafood Putra Putri Jaya,false,"Candidate must possess at least a Diploma, Bachelor's Degree, Food Technology/Nutrition/Dietetics or equivalent. Required skill(s): -mengetahui flow...",full_time,3718458,false,false,EPrD Officer,https://www.jobstreet.co.id/id/job/eprd-officer-3718458?token=0~3041571c-a8b8-4412-8593-dc64569c129b&sectionRank=43&jobId=jobstreet-id-job-3718458,Bandung,8 hours ago,2021-12-11T23:46:30Z,,,,monthly,,
standout,"503,139","Penjualan / Pemasaran,Pemasaran/Pengembangan Bisnis",394580,AEON Credit Service Indonesia,false,Research and develop new merchants Keep the excellent business relationship with a modern merchant Coordinate with other departments to ensure...,full_time,3718456,false,true,Key Account & Partnership Supervisor,https://www.jobstreet.co.id/id/job/key-account-partnership-supervisor-3718456?token=0~3041571c-a8b8-4412-8593-dc64569c129b&sectionRank=44&jobId=jobstreet-id-job-3718456,Jakarta Raya,9 hours ago,2021-12-11T22:45:13Z,,,,monthly,,
auto_inclusion,"510,194","Manufaktur,Manufaktur",436700,Hotel Santika,false,Min Diploma of Accounting AcademyMin 2 years experience in the same positionFluent in EnglishGood CommunicationDate Posted: 2021-12***Apply -,,1029882027,false,false,Bookkeeper,https://www.jobstreet.co.id/id/job/bookkeeper-1029882027?token=0~3041571c-a8b8-4412-8593-dc64569c129b&sectionRank=45&jobId=jobstreet-id-job-1029882027,Jawa Tengah,9 hours ago,2021-12-11T22:33:55Z,,,,monthly,,
auto_inclusion,"502,133","Sumber Daya Manusia/Personalia,Staf / Administrasi umum",436700,Hotel Santika,false,Min Diploma of Administration or Hotel ManagementMin 2 years experience in similar positionFluent in EnglishGood CommunicationExpert in...,,1029882046,false,false,Executive Secretary,https://www.jobstreet.co.id/id/job/executive-secretary-1029882046?token=0~3041571c-a8b8-4412-8593-dc64569c129b&sectionRank=46&jobId=jobstreet-id-job-1029882046,Jawa Tengah,9 hours ago,2021-12-11T22:33:55Z,,,,monthly,,
auto_inclusion,"506,114","Hotel/Restoran,Hotel/Pariwisata",436700,Hotel Santika,false,Min Diploma of Hotel ManagementMin 2 years experience as Housekeeping SupervisorFluent in EnglishGood CommunicationCustomer OrientedDate Posted:...,,1029882003,false,false,Housekeeping Supervisor,https://www.jobstreet.co.id/id/job/housekeeping-supervisor-1029882003?token=0~3041571c-a8b8-4412-8593-dc64569c129b&sectionRank=47&jobId=jobstreet-id-job-1029882003,Jawa Tengah,9 hours ago,2021-12-11T22:33:55Z,,,,monthly,,
auto_inclusion,"506,114","Hotel/Restoran,Hotel/Pariwisata",436700,Hotel Santika,false,Min Diploma of Hotel ManagementMin 2 years experience as Assistant Front Office ManagerFluent in EnglishGood CommunicationCustomer OrientedDate...,,1029882008,false,false,Asst. Front Office Manager,https://www.jobstreet.co.id/id/job/asst-front-office-manager-1029882008?token=0~3041571c-a8b8-4412-8593-dc64569c129b&sectionRank=48&jobId=jobstreet-id-job-1029882008,Jawa Tengah,9 hours ago,2021-12-11T22:33:55Z,,,,monthly,,
