adType,categoriesCode,categoriesName,companyId,companyName,companyPrivate,description,employment,id,isClassified,isStandout,jobTitle,jobUrl,locations,postingDuration,postedAt,salarycurrency,salaryMin,salaryMax,salaryPeriod,salaryTerm,sellingPoints
standard,"502,133","Sumber Daya Manusia/Personalia,Staf / Administrasi umum",327642,Wall Street English,false,Benefits: Strategic office location. Comfortable working environment. Competitive salary. Private health insurance. Education allowance. Job...,contract,3735417,false,false,Central Administration Department Staff,https://www.jobstreet.co.id/id/job/central-administration-department-staff-3735417?token=0~72d1c887-e086-4b2d-9edc-d29fcff3d7f5&sectionRank=20&jobId=jobstreet-id-job-3735417,Jakarta Raya,an hour ago,2021-12-28T16:16:18Z,IDR,4000000,4700000,monthly,,
standard,"501,131","Akuntansi / Keuangan,Akuntansi Umum / Pembiayaan",4292,Burger King Indonesia,false,Responsibilities: Responsible for monthly account reconciliation/ reporting for AR Responsible for timely PB1 payment and reconciliation Responsible...,full_time,3735415,false,false,Account Receivable Ass. Manager,https://www.jobstreet.co.id/id/job/account-receivable-ass-manager-3735415?token=0~72d1c887-e086-4b2d-9edc-d29fcff3d7f5&sectionRank=21&jobId=jobstreet-id-job-3735415,Jakarta Raya,an hour ago,2021-12-28T16:10:11Z,,,,monthly,,
standout,"510,140","Manufaktur,Pembelian/Manajemen Material",,,true,"Job Description Melakukan kegiatan purchasing dari mencari vendor, membuat PO, dan memeriksa mengenai dokumen-dokumen purchasing lainnya. Melakukan...",full_time,3735414,false,true,PURCHASING STAFF  (MANDARIN SPEAKER),https://www.jobstreet.co.id/id/job/purchasing-staff-mandarin-speaker-3735414?token=0~72d1c887-e086-4b2d-9edc-d29fcff3d7f5&sectionRank=22&jobId=jobstreet-id-job-3735414,Jakarta Selatan,an hour ago,2021-12-28T16:04:10Z,,,,monthly,,
standard,"506,107","Hotel/Restoran,Makanan/Minuman/Pelayanan Restoran",jobstreet-id-344673,Ayam Geprek Lada,false,"Kualifikasi : Pendidikan minimal SMA/SMK/Sederajat Usia maksimal 35 tahun Cekatan, Teliti, Kemauan untuk belajar Berpngalaman di bidang yang sama...",full_time,3735412,false,false,Cook Helper,https://www.jobstreet.co.id/id/job/cook-helper-3735412?token=0~72d1c887-e086-4b2d-9edc-d29fcff3d7f5&sectionRank=23&jobId=jobstreet-id-job-3735412,Bandung,an hour ago,2021-12-28T16:03:02Z,,,,monthly,,
standard,"503,145","Penjualan / Pemasaran,Penjualan Ritel",jobstreet-id-344675,Vapestore11,false,Persyaratan : Pendidikan minimal SMA//SMK/Sederajat Usia maksimal 35 tahun Berpengalaman dan Non pengalaman Disiplin dan Bertanggung Jawab Mampu...,part_time,3735411,false,false,Crew Store,https://www.jobstreet.co.id/id/job/crew-store-3735411?token=0~72d1c887-e086-4b2d-9edc-d29fcff3d7f5&sectionRank=24&jobId=jobstreet-id-job-3735411,Bandung,2 hours ago,2021-12-28T15:58:33Z,,,,monthly,,
auto_inclusion,"508,191","Komputer/Teknologi Informasi,IT-Perangkat Lunak",17756,The World Bank,false,"Organization:The World BankCountry:IndonesiaCity:JakartaOffice:World Bank Jakarta, IndonesiaE T Consultant- Digital DevelopmentJob #:...",,1029962127,false,false,"Extended Term Consultant- Digital Development, Jakarta, Indonesia",https://www.jobstreet.co.id/id/job/extended-term-consultant-digital-development-jakarta-indonesia-1029962127?token=0~72d1c887-e086-4b2d-9edc-d29fcff3d7f5&sectionRank=25&jobId=jobstreet-id-job-1029962127,Jakarta Raya,2 hours ago,2021-12-28T15:53:25Z,,,,monthly,,
auto_inclusion,"504,101","Seni/Media/Komunikasi,Seni / Desain Kreatif",jobstreet-id-60556,PT Polinasi Iddea Investama,false,"Job Descriptions: Develop, implement and manage our social media strategy especially in video type (Tiktok, Youtube, IG Reels)  Use data to analyze...",,1029975594,false,false,Social Media Executive,https://www.jobstreet.co.id/id/job/social-media-executive-1029975594?token=0~72d1c887-e086-4b2d-9edc-d29fcff3d7f5&sectionRank=26&jobId=jobstreet-id-job-1029975594,Jakarta Raya,2 hours ago,2021-12-28T15:52:20Z,,,,monthly,,
auto_inclusion,"508,193","Komputer/Teknologi Informasi,IT-Admin Jaringan/Sistem/Database",jobstreet-id-1000034212,Exis,false,Industry: IT ServicesWork Experience: 1-3 yearsSalary: USD 300/MonthCity: pandaanState/Province: East javaZip/Postal Code: 67156Job Description•...,,1029962166,false,false,Full time,https://www.jobstreet.co.id/id/job/full-time-1029962166?token=0~72d1c887-e086-4b2d-9edc-d29fcff3d7f5&sectionRank=27&jobId=jobstreet-id-job-1029962166,Pasuruan,2 hours ago,2021-12-28T15:51:37Z,,,,monthly,,
auto_inclusion,"502,137","Sumber Daya Manusia/Personalia,Sumber Daya Manusia / HR",1040,Phillip Morris Latinoamérica,false,MAKE HISTORY WITH US! We’ve chosen to do something incredible. We’re totally transforming our business and building our future on smoke-free products...,,1029962129,false,false,Talent Acquisition Executive - Employer Branding,https://www.jobstreet.co.id/id/job/talent-acquisition-executive-employer-branding-1029962129?token=0~72d1c887-e086-4b2d-9edc-d29fcff3d7f5&sectionRank=28&jobId=jobstreet-id-job-1029962129,Indonesia,2 hours ago,2021-12-28T15:51:30Z,,,,monthly,,
auto_inclusion,"512,102","Sains,Pertanian",346108,CBI-electric,false,"Provide an overall interface across all Projects in terms of manpower, materials, skills/ grades spread.Provide guidance and support to existing local...",,1029962162,false,false,Senior E&I Superintendent,https://www.jobstreet.co.id/id/job/senior-e-i-superintendent-1029962162?token=0~72d1c887-e086-4b2d-9edc-d29fcff3d7f5&sectionRank=29&jobId=jobstreet-id-job-1029962162,"Batam,Riau",2 hours ago,2021-12-28T15:51:13Z,,,,monthly,,
auto_inclusion,"502,133","Sumber Daya Manusia/Personalia,Staf / Administrasi umum",346108,CBI-electric,false,Job Overview:Hiring for collect and input data Scaffolding Request FormKey Responsibility/Accountability: Collect and organize scaffolding Request...,,1029962124,false,false,Administrative Assistant,https://www.jobstreet.co.id/id/job/administrative-assistant-1029962124?token=0~72d1c887-e086-4b2d-9edc-d29fcff3d7f5&sectionRank=30&jobId=jobstreet-id-job-1029962124,"Batam,Riau",2 hours ago,2021-12-28T15:51:09Z,,,,monthly,,
auto_inclusion,"503,139","Penjualan / Pemasaran,Pemasaran/Pengembangan Bisnis",414035,PT Sanghiang Perkasa (KALBE Nutritionals),false,Ch. Dev Ass Mgr - GTMencapai KPI (market demand/end user/EA/M3MEA) dengan tim untuk mendevelop Progam Promosi BTL di Channel Category GT dan MTI...,,1029962188,false,false,Learning Staff,https://www.jobstreet.co.id/id/job/learning-staff-1029962188?token=0~69598953-00c1-4f82-a264-8f1595fbcb51&sectionRank=31&jobId=jobstreet-id-job-1029962188,Jakarta Raya,2 hours ago,2021-12-28T15:51:09Z,,,,monthly,,
auto_inclusion,"508,193","Komputer/Teknologi Informasi,IT-Admin Jaringan/Sistem/Database",22479,F5 Networks,false,Come work at a place where innovation and teamwork come together to support the most exciting missions in the world!F5 technologies are at the heart...,,1029962136,false,false,"Manager, Solutions Engineering - Indonesia",https://www.jobstreet.co.id/id/job/manager-solutions-engineering-indonesia-1029962136?token=0~69598953-00c1-4f82-a264-8f1595fbcb51&sectionRank=32&jobId=jobstreet-id-job-1029962136,Jakarta Raya,2 hours ago,2021-12-28T15:51:09Z,,,,monthly,,
auto_inclusion,"501,131","Akuntansi / Keuangan,Akuntansi Umum / Pembiayaan",820,Citigroup Inc.,false,"A. New DMT Development1. Understanding of business, data requirement, prioritization2.New Code Development using SAS (190+ DMTs reports)3.Delivering...",,1029962137,false,false,Compl Bus Control Intmd Anlyst - Data Analytics,https://www.jobstreet.co.id/id/job/compl-bus-control-intmd-anlyst-data-analytics-1029962137?token=0~69598953-00c1-4f82-a264-8f1595fbcb51&sectionRank=33&jobId=jobstreet-id-job-1029962137,Jakarta Raya,2 hours ago,2021-12-28T15:51:02Z,,,,monthly,,
auto_inclusion,"508,191","Komputer/Teknologi Informasi,IT-Perangkat Lunak",508601,Xendit,false,"Xendit provides payment infrastructure across Southeast Asia, with a focus on Indonesia and the Philippines. We process payments, power marketplaces,...",,1029962182,false,false,Senior Software Engineer - Store Channels,https://www.jobstreet.co.id/id/job/senior-software-engineer-store-channels-1029962182?token=0~69598953-00c1-4f82-a264-8f1595fbcb51&sectionRank=34&jobId=jobstreet-id-job-1029962182,Jakarta Raya,2 hours ago,2021-12-28T15:50:48Z,,,,monthly,,
auto_inclusion,"510,140","Manufaktur,Pembelian/Manajemen Material",5291,KONE,false,"At KONE, we’re people on the move.Just like our escalators, elevators and doors, every day our people move in different directions. We employ over...",,1029962155,false,false,Sourcing Specialist,https://www.jobstreet.co.id/id/job/sourcing-specialist-1029962155?token=0~69598953-00c1-4f82-a264-8f1595fbcb51&sectionRank=35&jobId=jobstreet-id-job-1029962155,Jakarta Raya,2 hours ago,2021-12-28T15:50:37Z,,,,monthly,,
auto_inclusion,"503,145","Penjualan / Pemasaran,Penjualan Ritel",1040,Phillip Morris Latinoamérica,false,MAKE HISTORY WITH US! We’ve chosen to do something incredible. We’re totally transforming our business and building our future on smoke-free products...,,1029768135,false,false,Supervisor Retail Engagement - Mataram,https://www.jobstreet.co.id/id/job/supervisor-retail-engagement-mataram-1029768135?token=0~69598953-00c1-4f82-a264-8f1595fbcb51&sectionRank=36&jobId=jobstreet-id-job-1029768135,Indonesia,2 hours ago,2021-12-28T15:49:35Z,,,,monthly,,
auto_inclusion,"502,146","Sumber Daya Manusia/Personalia,Sekretaris",379851,British Embassy Jakarta,false,Main purpose of job:Support BE Jakarta during Indonesia’s G20 Presidency on G20 VIP visit planning.They will facilitate coordination and compilation...,contract,1029942865,false,false,JKT - G20 Visits Support Officer B3(L),https://www.jobstreet.co.id/id/job/jkt-g20-visits-support-officer-b3-l-1029942865?token=0~69598953-00c1-4f82-a264-8f1595fbcb51&sectionRank=37&jobId=jobstreet-id-job-1029942865,Jakarta Raya,2 hours ago,2021-12-28T15:49:25Z,,,,monthly,,
auto_inclusion,"502,137","Sumber Daya Manusia/Personalia,Sumber Daya Manusia / HR",508601,Xendit,false,"Xendit provides payment infrastructure across Southeast Asia, with a focus on Indonesia and the Philippines. We process payments, power marketplaces,...",,1029942946,false,false,Head of People,https://www.jobstreet.co.id/id/job/head-of-people-1029942946?token=0~69598953-00c1-4f82-a264-8f1595fbcb51&sectionRank=38&jobId=jobstreet-id-job-1029942946,Jakarta Raya,2 hours ago,2021-12-28T15:49:06Z,,,,monthly,,
auto_inclusion,"501,131","Akuntansi / Keuangan,Akuntansi Umum / Pembiayaan",508601,Xendit,false,"Xendit provides payment infrastructure across Southeast Asia, with a focus on Indonesia and the Philippines. We process payments, power marketplaces,...",,1029768090,false,false,Regional Financial Operations Specialist,https://www.jobstreet.co.id/id/job/regional-financial-operations-specialist-1029768090?token=0~69598953-00c1-4f82-a264-8f1595fbcb51&sectionRank=39&jobId=jobstreet-id-job-1029768090,Jakarta Raya,2 hours ago,2021-12-28T15:49:03Z,,,,monthly,,
auto_inclusion,"503,151","Penjualan / Pemasaran,Telesales/Telemarketing",427464,Kitabisa.com,false,"Kitabisa.com is Indonesia's most popular fundraising and donation platform for social causes. Since 2013 we've facilitated more than 14.000 campaigns,...",contract,1029956165,false,false,Admin Campaign Optimization,https://www.jobstreet.co.id/id/job/admin-campaign-optimization-1029956165?token=0~69598953-00c1-4f82-a264-8f1595fbcb51&sectionRank=40&jobId=jobstreet-id-job-1029956165,Jakarta Raya,2 hours ago,2021-12-28T15:48:58Z,,,,monthly,,
auto_inclusion,"501,131","Akuntansi / Keuangan,Akuntansi Umum / Pembiayaan",508601,Xendit,false,"Xendit provides payment infrastructure across Southeast Asia, with a focus on Indonesia and the Philippines. We process payments, power marketplaces,...",,1029942928,false,false,Chief Financial Officer,https://www.jobstreet.co.id/id/job/chief-financial-officer-1029942928?token=0~69598953-00c1-4f82-a264-8f1595fbcb51&sectionRank=41&jobId=jobstreet-id-job-1029942928,Jakarta Raya,2 hours ago,2021-12-28T15:48:54Z,,,,monthly,,
auto_inclusion,"508,193","Komputer/Teknologi Informasi,IT-Admin Jaringan/Sistem/Database",jobstreet-id-1000008649,PT Oracle Electronical Indonesia,false,"Applicants are required to read, write, and speak the following languages: English In this role, you will be guiding prospective clients and customers...",,1029768098,false,false,Senior Technology Solution & Cloud Architect,https://www.jobstreet.co.id/id/job/senior-technology-solution-cloud-architect-1029768098?token=0~69598953-00c1-4f82-a264-8f1595fbcb51&sectionRank=42&jobId=jobstreet-id-job-1029768098,Indonesia,2 hours ago,2021-12-28T15:48:54Z,,,,monthly,,
auto_inclusion,"502,137","Sumber Daya Manusia/Personalia,Sumber Daya Manusia / HR",391629,TMF Group,false,Job no: 545303Work type: InternLocation: Indonesia - JakartaCategories: Client PayrollOffice Location: JakartaAdvertised: 15 Dec 2021 SE Asia Standard...,,1029942913,false,false,Intern - HR & Payroll Services,https://www.jobstreet.co.id/id/job/intern-hr-payroll-services-1029942913?token=0~69598953-00c1-4f82-a264-8f1595fbcb51&sectionRank=43&jobId=jobstreet-id-job-1029942913,Jakarta Raya,2 hours ago,2021-12-28T15:48:52Z,,,,monthly,,
auto_inclusion,"501,135","Akuntansi / Keuangan,Perbankan / Jasa Finansial ",820,Citigroup Inc.,false,"The Risk Collection Analyst is an intermediate-level position responsible for conducting credit reviews on collection strategy, segmentation, and...",,1029942931,false,false,Risk Collection Analyst,https://www.jobstreet.co.id/id/job/risk-collection-analyst-1029942931?token=0~69598953-00c1-4f82-a264-8f1595fbcb51&sectionRank=44&jobId=jobstreet-id-job-1029942931,Jakarta Raya,2 hours ago,2021-12-28T15:48:50Z,,,,monthly,,
auto_inclusion,"508,191","Komputer/Teknologi Informasi,IT-Perangkat Lunak",508285,Kantar Added Value,false,"We go beyond the obvious, using intelligence, passion and creativity to inspire new thinking and shape the world we live in.To start a career that is...",,1029942912,false,false,Senior DP Executive,https://www.jobstreet.co.id/id/job/senior-dp-executive-1029942912?token=0~69598953-00c1-4f82-a264-8f1595fbcb51&sectionRank=45&jobId=jobstreet-id-job-1029942912,Jakarta Raya,2 hours ago,2021-12-28T15:48:48Z,,,,monthly,,
auto_inclusion,"508,191","Komputer/Teknologi Informasi,IT-Perangkat Lunak",508601,Xendit,false,"Xendit provides payment infrastructure across Southeast Asia, with a focus on Indonesia and the Philippines. We process payments, power marketplaces,...",,1029875456,false,false,Software Engineer - Platform Service,https://www.jobstreet.co.id/id/job/software-engineer-platform-service-1029875456?token=0~69598953-00c1-4f82-a264-8f1595fbcb51&sectionRank=46&jobId=jobstreet-id-job-1029875456,Jakarta Raya,2 hours ago,2021-12-28T15:48:43Z,,,,monthly,,
auto_inclusion,"512,108","Sains,Teknologi Makanan/Ahli Gizi",402526,Dutch Lady Milk Industries,false,"Initiate, design, develop, test, monitor, refine and implement new or improved products/processes/packages/applications and select, fine-tune and...",,1029875408,false,false,Product Development Specialist,https://www.jobstreet.co.id/id/job/product-development-specialist-1029875408?token=0~69598953-00c1-4f82-a264-8f1595fbcb51&sectionRank=47&jobId=jobstreet-id-job-1029875408,Jakarta Timur,2 hours ago,2021-12-28T15:48:39Z,,,,monthly,,
auto_inclusion,"501,131","Akuntansi / Keuangan,Akuntansi Umum / Pembiayaan",427464,Kitabisa.com,false,Responsibilities:1. Supporting accounting team for checking and maintaining donation transactions in bank2. Coordinate with teams across the...,internship,1029975590,false,false,Accounting Intern,https://www.jobstreet.co.id/id/job/accounting-intern-1029975590?token=0~69598953-00c1-4f82-a264-8f1595fbcb51&sectionRank=48&jobId=jobstreet-id-job-1029975590,Jakarta Raya,2 hours ago,2021-12-28T15:48:21Z,,,,monthly,,
auto_inclusion,"508,191","Komputer/Teknologi Informasi,IT-Perangkat Lunak",508285,Kantar Added Value,false,"We go beyond the obvious, using intelligence, passion and creativity to inspire new thinking and shape the world we live in.To start a career that is...",,1029942903,false,false,DP Executive,https://www.jobstreet.co.id/id/job/dp-executive-1029942903?token=0~69598953-00c1-4f82-a264-8f1595fbcb51&sectionRank=49&jobId=jobstreet-id-job-1029942903,Jakarta Raya,2 hours ago,2021-12-28T15:48:18Z,,,,monthly,,
